customer_id,customer_category
csid_10739,11
csid_10740,11
csid_10741,11
csid_10742,11
csid_10743,11
csid_10744,11
csid_10745,11
csid_10746,11
csid_10747,11
csid_10748,11
csid_10749,11
csid_10750,11
csid_10751,11
csid_10752,11
csid_10753,11
csid_10754,11
csid_10755,11
csid_10756,11
csid_10757,11
csid_10758,11
csid_10759,11
csid_10760,11
csid_10761,11
csid_10762,11
csid_10763,11
csid_10764,11
csid_10765,11
csid_10766,11
csid_10767,11
csid_10768,11
csid_10769,11
csid_10770,11
csid_10771,11
csid_10772,11
csid_10773,11
csid_10774,11
csid_10775,11
csid_10776,11
csid_10777,11
csid_10778,11
csid_10779,11
csid_10780,11
csid_10781,11
csid_10782,11
csid_10783,11
csid_10784,11
csid_10785,11
csid_10786,11
csid_10787,11
csid_10788,11
csid_10789,11
csid_10790,11
csid_10791,11
csid_10792,11
csid_10793,11
csid_10794,11
csid_10795,11
csid_10796,11
csid_10797,11
csid_10798,11
csid_10799,11
csid_10800,11
csid_10801,11
csid_10802,11
csid_10803,11
csid_10804,11
csid_10805,11
csid_10806,11
csid_10807,11
csid_10808,11
csid_10809,11
csid_10810,11
csid_10811,11
csid_10812,11
csid_10813,11
csid_10814,11
csid_10815,11
csid_10816,11
csid_10817,11
csid_10818,11
csid_10819,11
csid_10820,11
csid_10821,11
csid_10822,11
csid_10823,22
csid_10824,11
csid_10825,11
csid_10826,11
csid_10827,11
csid_10828,11
csid_10829,11
csid_10830,11
csid_10831,11
csid_10832,22
csid_10833,11
csid_10834,11
csid_10835,11
csid_10836,11
csid_10837,11
csid_10838,11
csid_10839,11
csid_10840,11
csid_10841,11
csid_10842,11
csid_10843,11
csid_10844,11
csid_10845,11
csid_10846,11
csid_10847,11
csid_10848,11
csid_10849,11
csid_10850,11
csid_10851,11
csid_10852,11
csid_10853,11
csid_10854,11
csid_10855,22
csid_10856,11
csid_10857,11
csid_10858,11
csid_10859,11
csid_10860,22
csid_10861,11
csid_10862,22
csid_10863,11
csid_10864,11
csid_10865,11
csid_10866,11
csid_10867,11
csid_10868,22
csid_10869,11
csid_10870,11
csid_10871,11
csid_10872,11
csid_10873,11
csid_10874,22
csid_10875,11
csid_10876,11
csid_10877,11
csid_10878,11
csid_10879,11
csid_10880,11
csid_10881,11
csid_10882,11
csid_10883,11
csid_10884,11
csid_10885,11
csid_10886,11
csid_10887,11
csid_10888,11
csid_10889,11
csid_10890,11
csid_10891,11
csid_10892,11
csid_10893,11
csid_10894,11
csid_10895,11
csid_10896,11
csid_10897,11
csid_10898,11
csid_10899,11
csid_10900,11
csid_10901,11
csid_10902,22
csid_10903,11
csid_10904,11
csid_10905,11
csid_10906,22
csid_10907,11
csid_10908,11
csid_10909,11
csid_10910,11
csid_10911,11
csid_10912,11
csid_10913,22
csid_10914,11
csid_10915,22
csid_10916,11
csid_10917,11
csid_10918,11
csid_10919,11
csid_10920,11
csid_10921,11
csid_10922,22
csid_10923,11
csid_10924,22
csid_10925,22
csid_10926,11
csid_10927,11
csid_10928,11
csid_10929,11
csid_10930,11
csid_10931,11
csid_10932,11
csid_10933,11
csid_10934,11
csid_10935,11
csid_10936,22
csid_10937,11
csid_10938,11
csid_10939,11
csid_10940,11
csid_10941,11
csid_10942,11
csid_10943,11
csid_10944,11
csid_10945,11
csid_10946,22
csid_10947,22
csid_10948,11
csid_10949,22
csid_10950,11
csid_10951,11
csid_10952,11
csid_10953,22
csid_10954,11
csid_10955,22
csid_10956,22
csid_10957,11
csid_10958,22
csid_10959,11
csid_10960,11
csid_10961,22
csid_10962,11
csid_10963,11
csid_10964,11
csid_10965,11
csid_10966,11
csid_10967,11
csid_10968,11
csid_10969,11
csid_10970,11
csid_10971,22
csid_10972,11
csid_10973,11
csid_10974,11
csid_10975,11
csid_10976,22
csid_10977,11
csid_10978,11
csid_10979,11
csid_10980,11
csid_10981,11
csid_10982,11
csid_10983,11
csid_10984,11
csid_10985,11
csid_10986,22
csid_10987,11
csid_10988,11
csid_10989,11
csid_10990,11
csid_10991,11
csid_10992,11
csid_10993,11
csid_10994,11
csid_10995,11
csid_10996,11
csid_10997,11
csid_10998,11
csid_10999,11
csid_11000,11
csid_11001,11
csid_11002,11
csid_11003,11
csid_11004,11
csid_11005,11
csid_11006,11
csid_11007,11
csid_11008,11
csid_11009,11
csid_11010,11
csid_11011,11
csid_11012,11
csid_11013,11
csid_11014,11
csid_11015,11
csid_11016,11
csid_11017,11
csid_11018,11
csid_11019,11
csid_11020,11
csid_11021,11
csid_11022,11
csid_11023,11
csid_11024,11
csid_11025,11
csid_11026,11
csid_11027,22
csid_11028,11
csid_11029,11
csid_11030,11
csid_11031,11
csid_11032,22
csid_11033,22
csid_11034,11
csid_11035,22
csid_11036,11
csid_11037,11
csid_11038,11
csid_11039,11
csid_11040,11
csid_11041,11
csid_11042,11
csid_11043,11
csid_11044,22
csid_11045,22
csid_11046,22
csid_11047,11
csid_11048,11
csid_11049,11
csid_11050,11
csid_11051,11
csid_11052,11
csid_11053,11
csid_11054,11
csid_11055,11
csid_11056,11
csid_11057,11
csid_11058,11
csid_11059,22
csid_11060,22
csid_11061,22
csid_11062,22
csid_11063,11
csid_11064,11
csid_11065,11
csid_11066,11
csid_11067,11
csid_11068,11
csid_11069,11
csid_11070,11
csid_11071,11
csid_11072,11
csid_11073,11
csid_11074,11
csid_11075,11
csid_11076,11
csid_11077,22
csid_11078,11
csid_11079,22
csid_11080,11
csid_11081,11
csid_11082,11
csid_11083,11
csid_11084,11
csid_11085,11
csid_11086,11
csid_11087,11
csid_11088,11
csid_11089,11
csid_11090,11
csid_11091,11
csid_11092,11
csid_11093,11
csid_11094,11
csid_11095,22
csid_11096,11
csid_11097,11
csid_11098,11
csid_11099,11
csid_11100,11
csid_11101,11
csid_11102,11
csid_11103,11
csid_11104,11
csid_11105,11
csid_11106,11
csid_11107,11
csid_11108,11
csid_11109,11
csid_11110,11
csid_11111,11
csid_11112,11
csid_11113,22
csid_11114,11
csid_11115,11
csid_11116,11
csid_11117,11
csid_11118,11
csid_11119,11
csid_11120,22
csid_11121,22
csid_11122,11
csid_11123,22
csid_11124,11
csid_11125,11
csid_11126,11
csid_11127,11
csid_11128,11
csid_11129,11
csid_11130,11
csid_11131,11
csid_11132,11
csid_11133,11
csid_11134,11
csid_11135,11
csid_11136,11
csid_11137,11
csid_11138,11
csid_11139,11
csid_11140,11
csid_11141,11
csid_11142,11
csid_11143,11
csid_11144,11
csid_11145,11
csid_11146,11
csid_11147,11
csid_11148,11
csid_11149,11
csid_11150,11
csid_11151,11
csid_11152,11
csid_11153,11
csid_11154,11
csid_11155,11
csid_11156,11
csid_11157,11
csid_11158,11
csid_11159,11
csid_11160,11
csid_11161,11
csid_11162,11
csid_11163,22
csid_11164,22
csid_11165,11
csid_11166,11
csid_11167,11
csid_11168,11
csid_11169,11
csid_11170,11
csid_11171,11
csid_11172,11
csid_11173,22
csid_11174,11
csid_11175,22
csid_11176,11
csid_11177,11
csid_11178,11
csid_11179,11
csid_11180,22
csid_11181,11
csid_11182,11
csid_11183,11
csid_11184,11
csid_11185,11
csid_11186,11
csid_11187,11
csid_11188,11
csid_11189,11
csid_11190,11
csid_11191,11
csid_11192,11
csid_11193,11
csid_11194,11
csid_11195,11
csid_11196,11
csid_11197,11
csid_11198,22
csid_11199,22
csid_11200,11
csid_11201,11
csid_11202,11
csid_11203,11
csid_11204,22
csid_11205,22
csid_11206,11
csid_11207,11
csid_11208,22
csid_11209,11
csid_11210,11
csid_11211,11
csid_11212,11
csid_11213,11
csid_11214,22
csid_11215,22
csid_11216,11
csid_11217,11
csid_11218,11
csid_11219,22
csid_11220,11
csid_11221,11
csid_11222,11
csid_11223,11
csid_11224,11
csid_11225,11
csid_11226,22
csid_11227,11
csid_11228,11
csid_11229,22
csid_11230,11
csid_11231,11
csid_11232,11
csid_11233,11
csid_11234,11
csid_11235,11
csid_11236,22
csid_11237,22
csid_11238,22
csid_11239,22
csid_11240,22
csid_11241,11
csid_11242,22
csid_11243,22
csid_11244,11
csid_11245,11
csid_11246,11
csid_11247,11
csid_11248,22
csid_11249,22
csid_11250,11
csid_11251,11
csid_11252,22
csid_11253,11
csid_11254,11
csid_11255,22
csid_11256,11
csid_11257,11
csid_11258,11
csid_11259,11
csid_11260,11
csid_11261,11
csid_11262,11
csid_11263,11
csid_11264,11
csid_11265,11
csid_11266,22
csid_11267,11
csid_11268,11
csid_11269,11
csid_11270,11
csid_11271,11
csid_11272,11
csid_11273,11
csid_11274,11
csid_11275,11
csid_11276,11
csid_11277,11
csid_11278,11
csid_11279,11
csid_11280,11
csid_11281,22
csid_11282,22
csid_11283,22
csid_11284,11
csid_11285,11
csid_11286,22
csid_11287,22
csid_11288,11
csid_11289,22
csid_11290,11
csid_11291,11
csid_11292,11
csid_11293,11
csid_11294,11
csid_11295,11
csid_11296,22
csid_11297,11
csid_11298,11
csid_11299,11
csid_11300,11
csid_11301,11
csid_11302,11
csid_11303,11
csid_11304,11
csid_11305,11
csid_11306,11
csid_11307,11
csid_11308,11
csid_11309,11
csid_11310,11
csid_11311,22
csid_11312,11
csid_11313,11
csid_11314,11
csid_11315,11
csid_11316,11
csid_11317,11
csid_11318,11
csid_11319,11
csid_11320,11
csid_11321,11
csid_11322,11
csid_11323,11
csid_11324,11
csid_11325,22
csid_11326,11
csid_11327,11
csid_11328,22
csid_11329,22
csid_11330,11
csid_11331,22
csid_11332,11
csid_11333,11
csid_11334,11
csid_11335,11
csid_11336,11
csid_11337,11
csid_11338,11
csid_11339,11
csid_11340,11
csid_11341,11
csid_11342,11
csid_11343,11
csid_11344,22
csid_11345,11
csid_11346,11
csid_11347,11
csid_11348,11
csid_11349,11
csid_11350,22
csid_11351,11
csid_11352,22
csid_11353,22
csid_11354,11
csid_11355,11
csid_11356,11
csid_11357,11
csid_11358,11
csid_11359,11
csid_11360,11
csid_11361,11
csid_11362,11
csid_11363,22
csid_11364,11
csid_11365,11
csid_11366,11
csid_11367,11
csid_11368,11
csid_11369,11
csid_11370,11
csid_11371,11
csid_11372,11
csid_11373,11
csid_11374,11
csid_11375,11
csid_11376,11
csid_11377,11
csid_11378,11
csid_11379,11
csid_11380,22
csid_11381,11
csid_11382,11
csid_11383,11
csid_11384,11
csid_11385,11
csid_11386,11
csid_11387,11
csid_11388,11
csid_11389,11
csid_11390,11
csid_11391,11
csid_11392,11
csid_11393,11
csid_11394,11
csid_11395,11
csid_11396,11
csid_11397,11
csid_11398,11
csid_11399,11
csid_11400,11
csid_11401,11
csid_11402,11
csid_11403,11
csid_11404,11
csid_11405,11
csid_11406,11
csid_11407,11
csid_11408,11
csid_11409,11
csid_11410,11
csid_11411,22
csid_11412,11
csid_11413,11
csid_11414,22
csid_11415,11
csid_11416,11
csid_11417,11
csid_11418,11
csid_11419,11
csid_11420,22
csid_11421,22
csid_11422,22
csid_11423,11
csid_11424,11
csid_11425,11
csid_11426,11
csid_11427,22
csid_11428,22
csid_11429,11
csid_11430,11
csid_11431,22
csid_11432,11
csid_11433,11
csid_11434,11
csid_11435,11
csid_11436,11
csid_11437,11
csid_11438,11
csid_11439,11
csid_11440,11
csid_11441,22
csid_11442,11
csid_11443,11
csid_11444,11
csid_11445,11
csid_11446,11
csid_11447,11
csid_11448,11
csid_11449,11
csid_11450,22
csid_11451,11
csid_11452,11
csid_11453,11
csid_11454,11
csid_11455,22
csid_11456,11
csid_11457,22
csid_11458,11
csid_11459,22
csid_11460,11
csid_11461,11
csid_11462,11
csid_11463,11
csid_11464,22
csid_11465,22
csid_11466,11
csid_11467,11
csid_11468,11
csid_11469,22
csid_11470,11
csid_11471,11
csid_11472,11
csid_11473,22
csid_11474,11
csid_11475,22
csid_11476,22
csid_11477,11
csid_11478,11
csid_11479,11
csid_11480,11
csid_11481,22
csid_11482,11
csid_11483,11
csid_11484,11
csid_11485,22
csid_11486,11
csid_11487,11
csid_11488,11
csid_11489,11
csid_11490,11
csid_11491,11
csid_11492,11
csid_11493,22
csid_11494,22
csid_11495,22
csid_11496,11
csid_11497,11
csid_11498,22
csid_11499,11
csid_11500,11
csid_11501,11
csid_11502,11
csid_11503,11
csid_11504,11
csid_11505,11
csid_11506,11
csid_11507,11
csid_11508,11
csid_11509,11
csid_11510,22
csid_11511,11
csid_11512,11
csid_11513,11
csid_11514,11
csid_11515,11
csid_11516,11
csid_11517,11
csid_11518,11
csid_11519,11
csid_11520,11
csid_11521,11
csid_11522,11
csid_11523,11
csid_11524,22
csid_11525,11
csid_11526,11
csid_11527,22
csid_11528,22
csid_11529,11
csid_11530,22
csid_11531,11
csid_11532,22
csid_11533,11
csid_11534,11
csid_11535,11
csid_11536,11
csid_11537,11
csid_11538,11
csid_11539,22
csid_11540,11
csid_11541,11
csid_11542,22
csid_11543,22
csid_11544,11
csid_11545,11
csid_11546,22
csid_11547,11
csid_11548,11
csid_11549,11
csid_11550,11
csid_11551,11
csid_11552,22
csid_11553,22
csid_11554,11
csid_11555,22
csid_11556,11
csid_11557,22
csid_11558,22
csid_11559,22
csid_11560,11
csid_11561,22
csid_11562,11
csid_11563,11
csid_11564,11
csid_11565,11
csid_11566,11
csid_11567,11
csid_11568,11
csid_11569,11
csid_11570,11
csid_11571,11
csid_11572,11
csid_11573,11
csid_11574,22
csid_11575,11
csid_11576,11
csid_11577,11
csid_11578,11
csid_11579,11
csid_11580,11
csid_11581,11
csid_11582,22
csid_11583,22
csid_11584,11
csid_11585,22
csid_11586,11
csid_11587,11
csid_11588,11
csid_11589,11
csid_11590,22
csid_11591,11
csid_11592,11
csid_11593,11
csid_11594,22
csid_11595,22
csid_11596,11
csid_11597,22
csid_11598,11
csid_11599,11
csid_11600,22
csid_11601,11
csid_11602,11
csid_11603,11
csid_11604,11
csid_11605,11
csid_11606,11
csid_11607,22
csid_11608,22
csid_11609,22
csid_11610,11
csid_11611,11
csid_11612,22
csid_11613,11
csid_11614,11
csid_11615,11
csid_11616,11
csid_11617,11
csid_11618,11
csid_11619,11
csid_11620,11
csid_11621,11
csid_11622,11
csid_11623,11
csid_11624,11
csid_11625,11
csid_11626,11
csid_11627,22
csid_11628,11
csid_11629,11
csid_11630,11
csid_11631,11
csid_11632,11
csid_11633,11
csid_11634,11
csid_11635,11
csid_11636,11
csid_11637,11
csid_11638,11
csid_11639,11
csid_11640,11
csid_11641,11
csid_11642,11
csid_11643,11
csid_11644,11
csid_11645,11
csid_11646,11
csid_11647,11
csid_11648,11
csid_11649,11
csid_11650,11
csid_11651,11
csid_11652,11
csid_11653,11
csid_11654,11
csid_11655,11
csid_11656,11
csid_11657,11
csid_11658,22
csid_11659,22
csid_11660,11
csid_11661,11
csid_11662,11
csid_11663,11
csid_11664,11
csid_11665,11
csid_11666,11
csid_11667,11
csid_11668,11
csid_11669,22
csid_11670,11
csid_11671,11
csid_11672,11
csid_11673,22
csid_11674,11
csid_11675,22
csid_11676,11
csid_11677,22
csid_11678,11
csid_11679,11
csid_11680,11
csid_11681,11
csid_11682,22
csid_11683,11
csid_11684,11
csid_11685,11
csid_11686,22
csid_11687,11
csid_11688,11
csid_11689,11
csid_11690,11
csid_11691,11
csid_11692,11
csid_11693,22
csid_11694,11
csid_11695,11
csid_11696,22
csid_11697,11
csid_11698,11
csid_11699,11
csid_11700,11
csid_11701,11
csid_11702,11
csid_11703,11
csid_11704,11
csid_11705,11
csid_11706,11
csid_11707,11
csid_11708,22
csid_11709,11
csid_11710,11
csid_11711,11
csid_11712,11
csid_11713,11
csid_11714,11
csid_11715,11
csid_11716,11
csid_11717,11
csid_11718,11
csid_11719,11
csid_11720,11
csid_11721,11
csid_11722,11
csid_11723,11
csid_11724,11
csid_11725,11
csid_11726,11
csid_11727,11
csid_11728,11
csid_11729,11
csid_11730,11
csid_11731,11
csid_11732,11
csid_11733,11
csid_11734,11
csid_11735,11
csid_11736,11
csid_11737,11
csid_11738,11
csid_11739,22
csid_11740,11
csid_11741,11
csid_11742,11
csid_11743,11
csid_11744,11
csid_11745,11
csid_11746,11
csid_11747,11
csid_11748,11
csid_11749,11
csid_11750,11
csid_11751,11
csid_11752,11
csid_11753,11
csid_11754,11
csid_11755,11
csid_11756,11
csid_11757,11
csid_11758,11
csid_11759,11
csid_11760,11
csid_11761,11
csid_11762,11
csid_11763,11
csid_11764,11
csid_11765,11
csid_11766,11
csid_11767,11
csid_11768,11
csid_11769,11
csid_11770,11
csid_11771,11
csid_11772,11
csid_11773,11
csid_11774,11
csid_11775,11
csid_11776,11
csid_11777,11
csid_11778,11
csid_11779,11
csid_11780,11
csid_11781,11
csid_11782,11
csid_11783,11
csid_11784,11
csid_11785,11
csid_11786,11
csid_11787,11
csid_11788,11
csid_11789,11
csid_11790,11
csid_11791,11
csid_11792,11
csid_11793,11
csid_11794,11
csid_11795,11
csid_11796,11
csid_11797,11
csid_11798,22
csid_11799,11
csid_11800,11
csid_11801,11
csid_11802,11
csid_11803,11
csid_11804,11
csid_11805,11
csid_11806,11
csid_11807,11
csid_11808,11
csid_11809,11
csid_11810,11
csid_11811,11
csid_11812,11
csid_11813,11
csid_11814,11
csid_11815,11
csid_11816,11
csid_11817,11
csid_11818,11
csid_11819,11
csid_11820,11
csid_11821,11
csid_11822,11
csid_11823,11
csid_11824,11
csid_11825,11
csid_11826,11
csid_11827,11
csid_11828,11
csid_11829,11
csid_11830,11
csid_11831,11
csid_11832,11
csid_11833,11
csid_11834,11
csid_11835,11
csid_11836,11
csid_11837,11
csid_11838,11
csid_11839,11
csid_11840,11
csid_11841,11
csid_11842,22
csid_11843,11
csid_11844,11
csid_11845,11
csid_11846,11
csid_11847,11
csid_11848,11
csid_11849,11
csid_11850,11
csid_11851,11
csid_11852,11
csid_11853,11
csid_11854,11
csid_11855,11
csid_11856,11
csid_11857,11
csid_11858,11
csid_11859,11
csid_11860,11
csid_11861,11
csid_11862,11
csid_11863,11
csid_11864,11
csid_11865,11
csid_11866,11
csid_11867,11
csid_11868,11
csid_11869,11
csid_11870,11
csid_11871,11
csid_11872,11
csid_11873,11
csid_11874,11
csid_11875,11
csid_11876,11
csid_11877,11
csid_11878,11
csid_11879,11
csid_11880,11
csid_11881,11
csid_11882,11
csid_11883,11
csid_11884,11
csid_11885,11
csid_11886,11
csid_11887,11
csid_11888,11
csid_11889,11
csid_11890,11
csid_11891,11
csid_11892,11
csid_11893,11
csid_11894,11
csid_11895,11
csid_11896,11
csid_11897,11
csid_11898,11
csid_11899,11
csid_11900,11
csid_11901,11
csid_11902,11
csid_11903,11
csid_11904,11
csid_11905,11
csid_11906,11
csid_11907,11
csid_11908,11
csid_11909,11
csid_11910,11
csid_11911,11
csid_11912,11
csid_11913,11
csid_11914,11
csid_11915,11
csid_11916,11
csid_11917,11
csid_11918,11
csid_11919,11
csid_11920,11
csid_11921,11
csid_11922,11
csid_11923,11
csid_11924,11
csid_11925,11
csid_11926,11
csid_11927,11
csid_11928,11
csid_11929,11
csid_11930,11
csid_11931,11
csid_11932,11
csid_11933,11
csid_11934,11
csid_11935,11
csid_11936,11
csid_11937,11
csid_11938,11
csid_11939,11
csid_11940,11
csid_11941,11
csid_11942,11
csid_11943,11
csid_11944,11
csid_11945,11
csid_11946,11
csid_11947,11
csid_11948,11
csid_11949,11
csid_11950,11
csid_11951,22
csid_11952,11
csid_11953,11
csid_11954,11
csid_11955,11
csid_11956,11
csid_11957,11
csid_11958,11
csid_11959,11
csid_11960,11
csid_11961,11
csid_11962,11
csid_11963,11
csid_11964,11
csid_11965,11
csid_11966,11
csid_11967,11
csid_11968,11
csid_11969,11
csid_11970,11
csid_11971,11
csid_11972,11
csid_11973,11
csid_11974,11
csid_11975,11
csid_11976,11
csid_11977,11
csid_11978,11
csid_11979,22
csid_11980,11
csid_11981,11
csid_11982,22
csid_11983,11
csid_11984,11
csid_11985,11
csid_11986,11
csid_11987,11
csid_11988,11
csid_11989,11
csid_11990,11
csid_11991,11
csid_11992,11
csid_11993,11
csid_11994,11
csid_11995,11
csid_11996,11
csid_11997,11
csid_11998,11
csid_11999,22
csid_12000,11
csid_12001,11
csid_12002,11
csid_12003,11
csid_12004,11
csid_12005,11
csid_12006,11
csid_12007,11
csid_12008,11
csid_12009,11
csid_12010,11
csid_12011,11
csid_12012,11
csid_12013,11
csid_12014,11
csid_12015,11
csid_12016,11
csid_12017,11
csid_12018,11
csid_12019,11
csid_12020,11
csid_12021,11
csid_12022,11
csid_12023,11
csid_12024,11
csid_12025,11
csid_12026,11
csid_12027,11
csid_12028,11
csid_12029,11
csid_12030,11
csid_12031,11
csid_12032,11
csid_12033,11
csid_12034,11
csid_12035,11
csid_12036,11
csid_12037,11
csid_12038,11
csid_12039,11
csid_12040,11
csid_12041,11
csid_12042,11
csid_12043,11
csid_12044,11
csid_12045,11
csid_12046,11
csid_12047,11
csid_12048,11
csid_12049,11
csid_12050,11
csid_12051,11
csid_12052,11
csid_12053,11
csid_12054,11
csid_12055,11
csid_12056,11
csid_12057,11
csid_12058,11
csid_12059,11
csid_12060,11
csid_12061,11
csid_12062,11
csid_12063,11
csid_12064,11
csid_12065,11
csid_12066,11
csid_12067,11
csid_12068,11
csid_12069,11
csid_12070,11
csid_12071,11
csid_12072,11
csid_12073,11
csid_12074,11
csid_12075,11
csid_12076,11
csid_12077,11
csid_12078,11
csid_12079,22
csid_12080,11
csid_12081,11
csid_12082,11
csid_12083,11
csid_12084,11
csid_12085,11
csid_12086,11
csid_12087,11
csid_12088,11
csid_12089,11
csid_12090,11
csid_12091,11
csid_12092,11
csid_12093,11
csid_12094,11
csid_12095,11
csid_12096,11
csid_12097,11
csid_12098,11
csid_12099,11
csid_12100,11
csid_12101,11
csid_12102,11
csid_12103,11
csid_12104,22
csid_12105,11
csid_12106,11
csid_12107,11
csid_12108,11
csid_12109,11
csid_12110,11
csid_12111,11
csid_12112,11
csid_12113,11
csid_12114,22
csid_12115,11
csid_12116,11
csid_12117,11
csid_12118,11
csid_12119,11
csid_12120,11
csid_12121,11
csid_12122,11
csid_12123,11
csid_12124,11
csid_12125,11
csid_12126,11
csid_12127,11
csid_12128,11
csid_12129,11
csid_12130,11
csid_12131,11
csid_12132,11
csid_12133,11
csid_12134,22
csid_12135,11
csid_12136,11
csid_12137,11
csid_12138,11
csid_12139,11
csid_12140,11
csid_12141,11
csid_12142,11
csid_12143,11
csid_12144,11
csid_12145,11
csid_12146,11
csid_12147,22
csid_12148,11
csid_12149,11
csid_12150,11
csid_12151,11
csid_12152,11
csid_12153,11
csid_12154,11
csid_12155,11
csid_12156,11
csid_12157,11
csid_12158,11
csid_12159,11
csid_12160,11
csid_12161,11
csid_12162,11
csid_12163,11
csid_12164,11
csid_12165,11
csid_12166,11
csid_12167,11
csid_12168,11
csid_12169,11
csid_12170,11
csid_12171,11
csid_12172,11
csid_12173,11
csid_12174,11
csid_12175,11
csid_12176,11
csid_12177,11
csid_12178,11
csid_12179,11
csid_12180,11
csid_12181,11
csid_12182,11
csid_12183,11
csid_12184,11
csid_12185,11
csid_12186,11
csid_12187,11
csid_12188,11
csid_12189,11
csid_12190,11
csid_12191,11
csid_12192,11
csid_12193,11
csid_12194,22
csid_12195,11
csid_12196,11
csid_12197,11
csid_12198,11
csid_12199,11
csid_12200,11
csid_12201,11
csid_12202,11
csid_12203,11
csid_12204,11
csid_12205,11
csid_12206,11
csid_12207,11
csid_12208,11
csid_12209,11
csid_12210,11
csid_12211,11
csid_12212,11
csid_12213,11
csid_12214,11
csid_12215,11
csid_12216,11
csid_12217,11
csid_12218,11
csid_12219,11
csid_12220,11
csid_12221,11
csid_12222,11
csid_12223,11
csid_12224,11
csid_12225,11
csid_12226,11
csid_12227,11
csid_12228,11
csid_12229,11
csid_12230,11
csid_12231,11
csid_12232,11
csid_12233,11
csid_12234,11
csid_12235,11
csid_12236,11
csid_12237,11
csid_12238,11
csid_12239,11
csid_12240,11
csid_12241,11
csid_12242,11
csid_12243,11
csid_12244,11
csid_12245,11
csid_12246,11
csid_12247,11
csid_12248,11
csid_12249,11
csid_12250,11
csid_12251,11
csid_12252,11
csid_12253,11
csid_12254,11
csid_12255,11
csid_12256,11
csid_12257,11
csid_12258,11
csid_12259,11
csid_12260,11
csid_12261,11
csid_12262,22
csid_12263,11
csid_12264,11
csid_12265,11
csid_12266,11
csid_12267,11
csid_12268,11
csid_12269,11
csid_12270,11
csid_12271,11
csid_12272,11
csid_12273,11
csid_12274,11
csid_12275,11
csid_12276,11
csid_12277,22
csid_12278,11
csid_12279,11
csid_12280,11
csid_12281,11
csid_12282,11
csid_12283,11
csid_12284,11
csid_12285,11
csid_12286,11
csid_12287,11
csid_12288,11
csid_12289,11
csid_12290,11
csid_12291,11
csid_12292,11
csid_12293,11
csid_12294,22
csid_12295,11
csid_12296,11
csid_12297,11
csid_12298,11
csid_12299,11
csid_12300,22
csid_12301,11
csid_12302,11
csid_12303,11
csid_12304,11
csid_12305,11
csid_12306,11
csid_12307,11
csid_12308,11
csid_12309,11
csid_12310,11
csid_12311,11
csid_12312,11
csid_12313,22
csid_12314,11
csid_12315,11
csid_12316,11
csid_12317,11
csid_12318,11
csid_12319,11
csid_12320,11
csid_12321,11
csid_12322,11
csid_12323,11
csid_12324,11
csid_12325,11
csid_12326,11
csid_12327,11
csid_12328,11
csid_12329,11
csid_12330,11
csid_12331,11
csid_12332,11
csid_12333,11
csid_12334,11
csid_12335,11
csid_12336,11
csid_12337,11
csid_12338,11
csid_12339,11
csid_12340,11
csid_12341,11
csid_12342,11
csid_12343,11
csid_12344,11
csid_12345,11
csid_12346,11
csid_12347,11
csid_12348,11
csid_12349,11
csid_12350,11
csid_12351,11
csid_12352,11
csid_12353,11
csid_12354,11
csid_12355,11
csid_12356,11
csid_12357,11
csid_12358,11
csid_12359,11
csid_12360,11
csid_12361,11
csid_12362,11
csid_12363,11
csid_12364,11
csid_12365,11
csid_12366,11
csid_12367,11
csid_12368,11
csid_12369,11
csid_12370,11
csid_12371,11
csid_12372,11
csid_12373,11
csid_12374,11
csid_12375,11
csid_12376,11
csid_12377,11
csid_12378,11
csid_12379,11
csid_12380,11
csid_12381,11
csid_12382,11
csid_12383,11
csid_12384,11
csid_12385,11
csid_12386,11
csid_12387,11
csid_12388,11
csid_12389,11
csid_12390,11
csid_12391,11
csid_12392,11
csid_12393,11
csid_12394,11
csid_12395,11
csid_12396,11
csid_12397,11
csid_12398,11
csid_12399,11
csid_12400,11
csid_12401,11
csid_12402,11
csid_12403,11
csid_12404,11
csid_12405,11
csid_12406,11
csid_12407,11
csid_12408,11
csid_12409,11
csid_12410,11
csid_12411,22
csid_12412,11
csid_12413,11
csid_12414,11
csid_12415,22
csid_12416,11
csid_12417,11
